1 'em	'em
50210 whortle	tieng vu vu
50211 whortleberry	Cay nham le
50212 whose	cua ai
50213 whosesoever	bat cu ai
50214 whoso	cung vay
50215 whosoever	bat ky ai
50216 whot	con di
50217 whur	whur
50218 whurry	whurry
50219 whurt	whurt
50220 why	tai sao
50221 why-not	tai sao khong
50222 whydah bird	chim tai sao
50223 whydah finch	Whydah finch
50224 wi	Wi
50225 wich	wich
50226 wichitas	wichitas
50227 wicke	dau tam
50228 wickedly	xau xa
50229 wickedness	su gian ac
50230 wicken tree	cay heo
50231 wickerwork	dan lat
50232 wicket	wicket
50233 wicking	bac
50234 wickliffite	wickliffite
50235 wiclifite	wiclifite
50236 wicopy	wicopy
50237 widdy	goa bua
50238 wide-awake	can than
50239 widegap	lo hong to
50240 wideness	do rong
50241 widening	mo rong
50242 widespread	pho bien rong rai
50243 widewhere	widewhere
50244 widish	ban thay day
50245 widmanstatten figures	so lieu widmanstatt
50246 widow	Goa phu
50247 widow bird	chim goa phu
50248 widow-hunter	tho san goa phu
50249 widow-maker	nguoi lam goa phu
50250 widow-wail	goa phu than van
50251 widower	goa phu
50252 widowerhood	cuoc song goa bua
50253 widowhood	tinh trang goa bua
50254 widowly	goa vo
50255 width	be rong
50256 widwe	anh ay se
50257 wield	van dung
50258 wieldable	co the su dung duoc
50259 wieldance	kha nang su dung
50260 wielder	nguoi cam quyen
50261 wielding	cam tren tay
50262 wieldless	khong su dung
50263 wierangle	wierangle
50264 wiery	wiery
50265 wife	nguoi vo
50266 wifehood	lam vo
50267 wifeless	khong co wifeless
50268 wifelike	giong nhu that
50269 wigan	wigan
50270 wigeon	chim bo cau
50271 wigg	ngo nguay
50272 wiggler	nguoi lac lu
50273 wigher	nguoi doi toc gia
50274 wight	kheo leo
50275 wigless	khong co toc gia
50276 wigwag	toc gia
50277 wigwam	wigwam
50278 wike	tuan
50279 wikke	tim
50280 wild	hoang dai
50281 wild-cat	meo hoang
50282 wildebeest	linh duong dau bo
50283 wilderness	hoang vu
50284 wildfire	chay rung
50285 wildgrave	ngoi mo hoang da
50286 wilding	hoang da
50287 wildly	ngong cuong
50288 wildness	su hoang da
50289 wildwood	go tu nhien
50290 will-o'-the-wisp	will-o'-the-wisp
50291 willemite	willemite
50292 willet	willet
50293 willful	co y
50294 willier	wilier
50295 willingly	san long
50296 willingness	su tu nguyen
50297 williwaw	williwaw
50298 willow-thorn	cay lieu gai
50299 willower	cay lieu
50300 willowish	la lieu
50301 willowy	lieu ru
50302 willsome	ngoan co
50303 willy	se y
50304 willy nilly	willy nilly
50305 willying	heo ru
50306 willywaw	willywaw
50307 wilne	Vilnius
50308 wilting	heo
50309 wilton carpet	tham wilton
50310 wilwe	wilwe
50311 wily	quy quyet
50312 wimbrel	wimbrel
50313 wince	nhan
50314 wincer	wincer
50315 winch	tay quay
50316 wincing	nhan mat
50317 wincopipe	wincopipe
50318 wind-break	ao gio
50319 wind-broken	bi gio pha
50320 wind-fertilized	duoc bon phan tu gio
50321 wind-plant	cay gio
50322 wind-rode	cuoi gio
50323 wind-sucker	nguoi hut gio
50324 wind-sucking	hut gio
50325 windage	gio cuon
50326 windbore	Windbore
50327 windbound	chan gio
50328 windfallen	gio roi
50329 windflower	hoa gio
50330 windgall	mat gio
50331 windhover	Windhover
50332 windingly	quanh co
50333 windlace	noi co gio
50334 windlass	toi gio
50335 windless	khong co gio
50336 windlestrae	Windlestrae
50337 windlestraw	Windlestraw
50338 windmill	coi xay gio
50339 windore	gio long
50340 windowless	co cua so
50341 windowpane	cua so
50342 windowy	thang may
50343 windpipe	khi quan
50344 windrow	ngon gio
50345 windrowed	co gio
50346 windrowing	chem gio
50347 windsor	nguoi danh gio
50348 windstorm	gio bao
50349 windtight	kin gio
50350 windward	thuan gio
50351 windy	có gió
50352 wine	ruou
50353 wineberry	ruou vang
50354 winebibber	yem ruou
50355 wineglassfuls	ly ruou
50356 wineless	khong ruou
50357 winery	nha may ruou
50358 wing	canh
50359 wing-footed	chan co canh
50360 wing-handed	thuan tay
50361 wing-shell	vo canh
50362 winger	cau thu chay canh
50363 wingfish	ca canh
50364 winging	di dao
50365 wingless	khong co canh
50366 winglet	canh cong
50367 wingmanship	su kheo leo
50368 wingy	co canh
50369 winnard 2	winnard 2
50370 winnebagoes	winnebagoes
50371 winnew	winnew
50372 winningness	su chien thang
50373 winninish	thuoc ve hoa khoi
50374 winnow	winnow
50375 winnowed	thua nhan
50376 winnower	nguoi chien thang
50377 winnowing	su hieu biet
50378 winsing	chien thang
50379 winsome	hap dan
50380 winsomeness	su hieu thang
50381 winter's bark	vo mua dong
50382 winter-beaten	bi danh dap mua dong
50383 winter-ground	mat dat mua dong
50384 winter-proud	tu hao ve mua dong
50385 winter-rig	gian mua dong
50386 wintergreen	mua dong xanh
50387 wintering	tru dong
50388 winterkill	Winterkill
50389 winterkilled	co tay nghe cao
50390 winterweed	cay dong trung
50391 wintery	mua dong
50392 winy	toi loi
50393 winze	thang loi
50394 wipe	lau di
50395 wiper	khan lau
50396 wirble	xoay
50397 wirbling	lam heo
50398 wirche	chung toi
50399 wire-drawer	ngan keo day
50400 wire-heel	got day
50401 wire-puller	nguoi keo day
50402 wire-worker	tho day
50403 wiredraw	wiredraw
50404 wiredrawing	keo day
50405 wiredrew	co day
50406 wirework	day noi
50407 wireworm	giun xoan
50408 wiriness	heo hon
50409 wiring	day dien
50410 wis	da san sang
50411 wise-hearted	co trai tim thong thai
50412 wise-like	giong nhu khon ngoan
50413 wish	dieu uoc
50414 wish-wash	uoc-rua
50415 wishbone	xuong don
50416 wished	chuc
50417 wisher	khon ngoan hon
50418 wishful	mo mong
50419 wishing	mong uoc
50420 wishly	mo uoc
50421 wishtonwish	wishtonwish
50422 wisket	xoa
50423 wisp	quet quet
50424 wisped	quac mat
50425 wispen	lau
50426 wisping	quo quo
50427 wisse	biet
50428 wist	da biet
50429 wistaria	wistaria
50430 wistit	Ban biet
50431 wistly	bang khuang
50432 wistonwish	wistonwish
50433 wit	muu meo
50434 wit-cracker	nguoi be khoa
50435 wit-snapper	ca hong gai
50436 wit-starved	chet doi
50437 witch-elm	phu thuy-cay du
50438 witch-hazel	cay phi thuy
50439 witch-tree	cay phu thuy
50440 witchery	ban sung
50441 witching	lam kho heo
50442 witeless	khong day
50443 witen	hieu biet
50444 witenagemote	witenagemote
50445 witfish	ca phu thuy
50446 with	voi
50447 withamite	withamite
50448 withdraw	rut
50449 withdrawer	nguoi rut tien
50450 withdrawing-room	phong rut tien
50451 withdrawment	rut tien
50452 withdrew	rut lui
50453 withe	mu mu
50454 withe-rod	cai que
50455 witherband	witherband
50456 witherite	nguoi viet
50457 withernam	withernam
50458 withholden	giu lai
50459 withholder	nguoi giu lai
50460 withholding	khau tru
50461 withholdment	su giu lai
50462 within	o trong
50463 withinforth	ben trong
50464 withing	cai gi do
50465 withinside	ben bo bien
50466 without-door	khong co cua
50467 withouten	khong co
50468 withoutforth	khong ton tai
50469 withsay	voi noi
50470 withset	withset
50471 withstand	chiu duoc
50472 withstander	nguoi ngoai cuoc
50473 withstanding	chiu dung duoc
50474 withstood	chiu dung
50475 withvine	withvine
50476 withwind	gio
50477 withwine	gan guoc
50478 withy	bac mau
50479 witily	tan nhan
50480 witing	cay
50481 witless	khong co tri tue
50482 witling	kho heo
50483 witness	nhan chung
50484 witnesser	nguoi lam chung
50485 witnessing	chung kien
50486 witted	hom hinh
50487 witticaster	nguoi phu thuy
50488 witticism	chu nghia phu thuy
50489 wittol	wittol
50490 wittolly	khon ngoan
50491 witts	tri thong minh
50492 witty	di dom
50493 witwal	tri tue
50494 witworm	sau trang
50495 wived	quan queo
50496 wivehood	thoi tho au
50497 wiveless	khong co tay
50498 wively	lanh loi
50499 wiver	wiver
50500 wivern	nhay mat
50501 wives	cac ba vo
50502 wiving	uon luon
50503 wizard	Thuat si
50504 wizardry	phu thuy
50505 wizen	cach
50506 wizen-faced	mat khon ngoan
50507 wlatsome	wlatsome
50508 wo	O dau
50509 woad-waxen	Waxing
50510 woald	woald
50511 wobble	lung lay
50512 wode	ban co
50513 wodegeld	wodemoney
50514 woden	woden
50515 woe-begone	bat dau truy na
50516 wofully	tham hai
50517 wofulness	moc mac
50518 woke	da thuc day
50519 wolde	wolde
50520 wolf's-claw	mong vuot soi
50521 wolf's-foot	chan soi
50522 wolf's-milk	sua soi
50523 wolfberry	cay soi rung
50524 wolffian	wolffian
50525 wolfling	cho soi
50526 wolfram	wolfram
50527 wolframate	wolframate
50528 wolframic	wolframic
50529 wolframite	wolframite
50530 wolframium	wolframium
50531 wolfsbane	Wolfsbane
50532 wollastonite	wollastonite
50533 wolverine	nguoi soi
50534 wolvish	quai dan
50535 woman	nguoi dan ba
50536 womanhede	nguoi phu nu nhiet
50537 womanish	nguoi phu nu
50538 womankind	phu nu
50539 womanless	khong phu nu
50540 womanlike	giong phu nu
50541 womanliness	nu tinh
50542 womanly	dan ba
50543 womb	tu cung
50544 wombat	gau tui
50545 womby	womby
50546 women	nhung nguoi phu nu
50547 won	thang
50548 wonder	ngac nhien
50549 wonder-worker	nhan vien ky dieu
50550 wonder-working	ky dieu lam viec
50551 wonderer	nguoi kinh ngac
50552 wonderful	Tuyet voi
50553 wondering	tu hoi
50554 wonderingly	ban khoan
50555 wonderland	xu so than tien
50556 wonderly	tuyet voi
50557 wonderment	su ky dieu
50558 wonderous	kinh ngac
50559 wonders	ky quan
50560 wonderstruck	wondertruck
50561 wonderwork	tac pham ky dieu
50562 wondrous	ky dieu
50563 wone	ho dang
50564 wong	Moi nguoi
50565 wonger	wonger
50566 woning	Trang Chu
50567 wonted	khong muon
50568 wontedness	su khon ngoan
50569 wonting	se khong
50570 wontless	khong tranh khoi
50571 wood	go
50572 wood tick	ve go
50573 wood's metal	kim loai cua go
50574 wood-layer	lop go
50575 wood-note	ghi chu bang go
50576 wood-sare	wood-sare
50577 wood-sere	go sere
50578 wood-wash	rua go
50579 wood-wax	sap go
50580 wood-waxen	tay long go
50581 woodbind	dong go
50582 woodbine	cay kim ngan hoa
50583 woodbury-type	loai go
50584 woodchuck	woodchuck
50585 woodcock	chim cong
50586 woodcut	tranh khac go
50587 woodcutter	tieu phu
50588 woodcutting	su khac go
50589 wooded	nhieu cay coi
50590 woodenly	bang go
50591 woodhole	lo rung
50592 woodhouse	nha go
50593 woodknacker	nghe lam go
50594 woodlander	nguoi rung
50595 woodless	khong co go
50596 woodly	co nhieu go
50597 woodmeil	cay go
50598 woodness	su moc mac
50599 woodnewer	tho lam go
50600 woodpeck	lat go
50601 woodpecker	chim go kien
50602 woodroof	cua so go
50603 woodruff	gau go
50604 woodsmen	tho rung
50605 woodstone	da go
50606 woodsy	rung cay
50607 woodwall	buc tuong go
50608 woodward	rung ram
50609 woodwardia	woodwardia
50610 woodwork	do go
50611 woodworm	mot go
50612 woody	than go
50613 wooed	tan thanh
50614 woof	Gau
50615 woofy	tan tinh
50616 wooing	lam chao dao
50617 wooingly	dang kinh ngac
50618 wook	wook
50619 wool-dyed	nhuom len
50620 wool-hall	hoi truong len
50621 woold	gau gau
50622 woolded	co nhieu cay coi
50623 woolen	len
50624 woolenet	woolenet
50625 woolert	do len
50626 woolfell	woolfell
50627 woolgathering	thu gom long cuu
50628 woolgrower	nguoi trong len
50629 woolliness	su mem mai
50630 woolly-head	dau len
50631 woolman	nguoi len
50632 woolmen	tho len
50633 woolpack	goi len
50634 woolsack	len len
50635 woolsey	lensey
50636 woolstock	len soi
50637 woolward-going	di len
50638 woon	truc tiep
50639 woorali	woorali
50640 woosy	co tieng keu tham thiet
50641 wootz	wootz
50642 wooyen	wooyen
50643 wopen	huy hieu
50644 word-catcher	nguoi bat chu
50645 wordbook	sach tu
50646 worded	loi noi
50647 worder	con tran
50648 wordily	nhieu loi
50649 wording	tu ngu
50650 wordish	it noi
50651 wordless	khong loi
50652 wordsman	nguoi noi chuyen
50653 wordy	dai dong
50654 wore	mac
50655 work	cong viec
50656 workable	kha thi
50657 workbag	tui dung cong viec
50658 workbox	hop lam viec
50659 worked	da lam viec
50660 workfellow	dong nghiep
50661 workfolk	nguoi lam viec
50662 workful	lam viec cham chi
50663 workhouses	nha lam viec
50664 working	dang lam viec
50665 workless	vo cong roi nghe
50666 workmanlike	nhu nguoi lao dong
50667 workmanship	tay nghe
50668 workmaster	nguoi quan ly cong viec
50669 workmen	cong nhan
50670 workroom	phong lam viec
50671 workship	tau lam viec
50672 workshop	xuong
50673 worktable	ban lam viec
50674 workwomen	nu cong nhan
50675 workyday	ngay lam viec
50676 world-wide	toan the gioi
50677 worldly	the gian
50678 worldly-minded	huong ve the gian
50679 worldlywise	the gioi
50680 worm	sau
50681 worm-eaten	bi sau an
50682 worm-shaped	hinh con sau
50683 worm-shell	vo sau
50684 wormed	co giun
50685 wormian	nguoi dang nguyen rua
50686 wormil	con sau
50687 worming	tay giun
50688 wormseed	hat sau
50689 wormul	ho sau
50690 wormwood	cay ngai cuu
50691 worn	rach nat
50692 worn-out	hao mon
50693 wornil	lonil
50694 worral	loang lo
50695 worrier	nguoi lo lang
50696 worriment	su lo lang
50697 worry	lo
50698 worrying	lo lang
50699 worryingly	dang lo ngai
50700 worse	te hon
50701 worser	xau hon
50702 worshipability	su ton tho
50703 worshipable	dang ton tho
50704 worshiper	nguoi tho phuong
50705 worshipful	ton tho
50706 worshipped	duoc ton tho
50707 worshipping	tho cung
50708 worst	toi te nhat
50709 worsting	xau di
50710 wort	tu
50711 worthless	vo gia tri
50712 worthwhile	dang gia
50713 worthy	xung dang
50714 wost	la
50715 wot	wot
50716 wotest	thu vang ma
50717 woteth	Gi
50718 wottest	xau nhat
50719 wotteth	wotteth
50720 wou-wou	wou-wou
50721 woul	woul
50722 would	se
50723 would-be	se la
50724 woulding	mong muon
50725 wouldingness	y chi
50726 woulfe bottle	chai woulfe
50727 woundable	co the bi thuong
50728 wounder	nguoi bang bo
50729 woundily	bi thuong
50730 woundless	khong vet thuong
50731 woundy	vet thuong
50732 wourali	day la su that
50733 wove	len loi
50734 woven	det
50735 wow-wow	ghe ghe
50736 wowf	wowf
50737 wowke	wowke
50738 wox	wox
50739 woxen	woxen
50740 wrackful	kho chiu
50741 wrain-bolt	tia bui
50742 wraith	bong ma
50743 wrangler	wrangler
50744 wranglership	su bao boc
50745 wrangling	quan lay nhau
50746 wrannock	wrannock
50747 wranny	su doc ac
50748 wrap	boc
50749 wrappage	giay boc
50750 wrapped	boc lai
50751 wrapper	vo banh
50752 wrapping	goi
50753 wraprascal	boc giay
50754 wrasse	Ca bang chai
50755 wrath	con thinh no
50756 wrathily	xinh dep
50757 wrathless	khong phan no
50758 wraw	bao boc
50759 wrawful	phan no
50760 wrawl	Dung cam
50761 wrawness	su quan quit
50762 wray	di lang thang
50763 wreaked	hu hong
50764 wreaken	bi tan pha
50765 wreaker	tau dam
50766 wreakful	hoang mang
50767 wreaking	lam dam
50768 wreakless	khong tan tat
50769 wreathless	khong co vong hoa
50770 wreaths	vong hoa
50771 wreathy	su thuong hai
50772 wrecche	lam hong
50773 wreche	lam hu hong
50774 wreck	xac tau
50775 wreck-master	xac may chu
50776 wreckage	dong do nat
50777 wrecked	bi dam
50778 wrecker	nguoi pha hoai
50779 wreckfish	xac ca
50780 wreckful	tan ta
50781 wrecking	pha huy
50782 wreeke	bao thu
50783 wreke	su tra thu
50784 wren	mo let
50785 wrench	co le
50786 wrenched	vat va
50787 wresting	gianh giat
50788 wrestled	vat lon
50789 wrestler	do vat
50790 wrestling	dau vat
50791 wretched	khong may
50792 wretchedly	khon kho
50793 wretchedness	khon
50794 wretchless	khon nan
50795 wrey	chim ung
50796 wrie	dau kho
50797 wriggler	nguoi uon eo
50798 wrightine	wrightine
50799 wring	van
50800 wringbolt	bu long mo-men xoan
50801 wringer	vat so
50802 wringing	vat
50803 wringstaff	wringstaff
50804 wringstaves	wringstaves
50805 wrinkle	nep nhan
50806 wrinkly	nhan nheo
50807 wristband	day deo tay
50808 wrister	co tay
50809 wristlet	vong tay
50810 writ	lenh
50811 writability	kha nang ghi
50812 writable	co the ghi duoc
50813 writative	viet lach
50814 writer	nha van
50815 writership	kha nang viet lach
50816 writhing	quan quai
50817 writhle	luon lach
50818 writing	viet
50819 written	bang van ban
50820 wrizzle	van veo
50821 wroken	wroken
50822 wrong	Sai lam
50823 wrong-timed	sai thoi gian
50824 wrongdoer	nguoi lam sai
50825 wrongdoing	viec lam sai trai
50826 wronger	nguoi sai
50827 wrongful	oan trai
50828 wronghead	ke lam duong
50829 wrongless	khong sai
50830 wrongly	nham
50831 wrongness	su sai trai
50832 wrongous	orongos
50833 wroot	wroot
50834 wrote	da viet
50835 wroth	wroth
50836 wrought	ren
50837 wrung	uon eo
50838 wrybill	wrybill
50839 wrymouth	wrymouth
50840 wryneck	wryneck
50841 wryness	nhan nho
50842 wrythen	wrythen
50843 wulfenite	wulfenite
50844 wull	muon
50845 wung-out	wung-out
50846 wurbagool	wurbagool
50847 wurmal	sau bo
50848 wurraluh	woohoo
50849 wust	chat thai
50850 wuste	sa mac
50851 wyandots	wyandots
50852 wych-elm	wow-elm
50853 wych-hazel	hat phi
50854 wycliffite	wycliffite
50855 wyclifite	wyclifite
50856 wyd	rong
50857 wye	wye
50858 wyes	wyes
50859 wyke	wyke
50860 wyla	khoc
50861 wynd	wynd
50862 wynkernel	hat giong nho
50863 wynn	wynn
50864 wype	lap day
50865 wys	buoi bieu dien
50866 wyten	trang
50867 wythe	wythe
50868 wyvern	wyvern
50869 x	x
50870 xanthamide	xanthamide
50871 xanthate	xanthate
50872 xanthelasma	xanthelasma
50873 xanthian	xanthian
50874 xanthic	xanthic
50875 xanthide	xanthide
50876 xanthidia	xanthids
50877 xanthidium	xanthidium
50878 xanthin	xanthin
50879 xanthinine	xanthinine
50880 xanthium	xanthium
50881 xantho-	toc vang-
50882 xanthocarpous	xanthocarpous
50883 xanthochroic	xanthochroic
50884 xanthogen	xanthogen
50885 xanthogenate	xanthogenate
50886 xanthogenic	xanthogenic
50887 xanthoma	xanthoma
50888 xanthophane	xanthophane
50889 xanthophyll	xanthophyll
50890 xanthoproteic	xanthoproteic
50891 xanthoprotein	xanthoprotein
50892 xanthopuccine	xanthopuccine
50893 xanthorhamnin	xanthorhamnin
50894 xanthorhiza	xanthorhiza
50895 xanthorhoea	xanthorhoea
50896 xanthose	xanthose
50897 xanthosis	xanthosis
50898 xanthospermous	xanthospermous
50899 xanthous	co gai toc vang
50900 xanthoxylene	xanthoxylene
50901 xanthoxylum	xanthoxylum
50902 xebec	xebec
50903 xeme	dung lo lang
50904 xenelasia	Xenelasia
50905 xenia	xenia
50906 xenium	xenium
50907 xenodochium	xenodochium
50908 xenodochy	xenodochy
50909 xenogamy	che do xenogamy
50910 xenogenesis	xenogenesis
50911 xenogenetic	xenogenetic
50912 xenomania	xenomania
50913 xenomi	xenomi
50914 xenopterygii	Xenopterygii
50915 xenotime	xenotime
50916 xenurine	xenurine
50917 xenyl	xenyl
50918 xenylic	xenylic
50919 xeraphim	xeraphim
50920 xeres	ban da biet
50921 xerif	khung
50922 xeriff	canh sat truong
50923 xeroderma	xeroderma
50924 xeronate	xeronate
50925 xeronic	xeronic
50926 xerophagy	xerophagy
50927 xerophilous	xerophilous
50928 xerophthalmy	xerophthalmia
50929 xiphias	xiphias
50930 xiphidium	xiphidium
50931 xiphioid	syfivid
50932 xiphiplastra	sihippelstra
50933 xiphiplastron	xiphiplastron
50934 xiphisternum	xiphisternum
50935 xiphius	xiphius
50936 xiphodon	xiphodon
50937 xiphoid	xiphoid
50938 xiphoidian	Shuffle hoi diem
50939 xiphophyllous	xiphophyllous
50940 xiphosura	xiphosura
50941 xiphura	giai ma
50942 xylamide	xylamide
50943 xylanthrax	than cui
50944 xylate	danh bai
50945 xylem	xylem
50946 xylene	xylen
50947 xylenol	xylenol
50948 xyletic	xyletic
50949 xylic	xylic
50950 xylidic	xylidic
50951 xylindein	xylidine
50952 xylite	xylit
50953 xylitone	xylitone
